Möglichkeit;349
Einsatz;348
Verwendung;345
zunächst;345
Auf;343
dazu;340
Ansätze;338
uns;336
Zeit;334
=;333
Raum;331
Objekte;331
Art;330
Wörter;330
dar;329
Bei;329
Ansatz;328
Jahren;327
deutlich;326
Anforderungen;326
Korpora;325
seit;323
Weise;322
are;322
data;320
er;319
Wir;317
A.;317
Press;317
that;316
Analysis;315
5;314
dies;313
Bedeutung;313
Evaluation;313
lässt;313
Thomas;310
Literatur;310
wissenschaftlichen;309
war;309
steht;308
finden;308
Science;308
09.;308
2007;306
zeigen;306
Analysen;304
somit;304
besteht;300
September;300
Sinne;298
beiden;297
jeweiligen;296
Diskussion;296
Web;295
Aspekte;295
ob;293
Fragestellungen;293
häufig;292
Modell;291
Januar;290
Figuren;288
be;288
Vergleich;285
Da;285
August;285
mittels;284
Projekte;283
Methode;281
wobei;281
erlaubt;279
Zur;278
we;276
Darstellung;275
Rolle;275
Wissen;274
besonders;272
genutzt;272
ihren;272
weiteren;272
daher;270
1.;270
Neben;270
An;270
Geschichte;270
2006;270
liegt;269
Datenbank;267
Hilfe;266
Computational;264
Computer;264
gemacht;262
erste;262
solche;261
Schritt;259
Michael;259
2005;259
u.a.;258
möglichst;258
Herausforderungen;257
Corpus;257
Standards;257
siehe;257
Nachhaltigkeit;257
Topic;253
Suche;252
während;252
Blick;251
bisher;251
York;249
Medien;249
neuen;249
neben;248
eigenen;248
historische;247
System;247
Workshops;246
ab;245
technischen;244
Ebene;244
DHd;244
Linguistics;244
viele;243
Modelle;242
oft;242
Anzahl;241
Erstellung;240
2004;239
Während;239
Literaturwissenschaft;239
bzw;238
Werkzeuge;237
ebenfalls;237
’;237
dessen;236
Fokus;235
Erschließung;235
Sammlungen;235
2003;234
indem;234
10;233
Werke;232
Praxis;232
Dokumentation;232
Auswertung;231
at;231
geht;231
bieten;231
Einführung;231
Oktober;230
Akademie;230
Social;230
Literary;230
this;230
technische;229
allerdings;229
verfügbar;229
Projekts;229
which;228
Deutschen;227
Fall;227
';227
zwar;227
Bezug;227
Version;227
zugänglich;226
wissenschaftliche;226
Zum;226
Arbeiten;225
seine;224
aller;224
Inhalte;224
gestellt;223
XML;223
Peter;223
erstellt;223
hin;222
Wissenschaften;222
aufgrund;220
Zugang;220
6;219
vorgestellt;218
Digitalisierung;218
eingesetzt;217
Perspektive;216
a.;216
deutschsprachigen;216
gut;215
History;215
Themen;214
Semantic;214
Visualisierungen;214
Aus;213
u.;213
15.;213
eigene;213
Disziplinen;213
Beschreibung;213
12.;212
Februar;211
Learning;211
seiner;210
Nutzer;210
München;210
dafür;209
Welche;209
untersucht;209
große;209
stark;208
Damit;208
Martin;208
David;208
Sammlung;207
welches;207
etc.;207
Zeitschrift;206
sollte;206
Interpretation;206
Vortrag;205
Stuttgart;205
bestimmten;205
Deutsche;204
darauf;204
weniger;204
ed.;204
Jannidis;204
D.;204
Dieser;203
C.;203
Umgang;202
Dokumente;202
or;202
erfolgt;200
Konzept;200
insgesamt;199
handelt;199
Darüber;199
Autoren;198
2.;198
letzten;198
Poster;198
diskutiert;197
«;197
gilt;196
Institut;196
großen;196
John;196
2002;196
Perspektiven;196
text;196
Hier;195
Zu;193
deutschen;193
automatisch;193
allen;193
Probleme;192
Aufbau;192
Zusammenhang;192
historischer;192
Cultural;192
mehrere;192
Formen;192
hinsichtlich;192
London;191
mithilfe;191
nun;191
liegen;190
geben;189
einerseits;189
geisteswissenschaftlichen;189
waren;189
Köln;189
online;188
einzelne;188
annotiert;188
Topics;188
Sprachen;188
Jahrhunderts;187
schon;187
verschiedener;187
Ergebnis;187
Tabelle;187
durchgeführt;187
Erkennung;186
automatische;186
bspw.;186
zuletzt;186
direkt;185
Entitäten;185
ebenso;185
Untersuchung;185
Online;184
Bild;184
Digitalen;184
Thema;184
Frankfurt;184
DARIAH-DE;184
beim;183
manuell;183
Konzepte;183
zudem;183
»;183
semantische;182
eher;182
Jahrhundert;182
Eigenschaften;182
nutzen;182
Herausforderung;182
Umsetzung;181
ca.;181
Infrastruktur;180
Problem;180
erfasst;180
Wissenschaft;180
Projekten;179
Kategorien;178
darüber;178
dargestellt;178
Tool;178
L.;178
umfasst;177
Verlag;177
bestimmte;177
Strukturen;177
German;177
je;177
R.;177
Machine;177
2001;177
Features;177
Struktur;176
erst;176
enthalten;176
enthält;176
derzeit;176
it;176
Beziehungen;175
weiter;175
Abstracts;175
einige;174
Einleitung;174
oben;174
not;174
Reihe;173
Textes;172
Theorie;172
Zeichen;172
Frank;172
entsprechenden;171
Integration;171
unterschiedlicher;171
Bilder;170
Auswahl;170
Format;170
Dieses;169
Stefan;169
mehreren;169
<;169
Von;169
19.;168
Grenzen;168
wiederum;168
Qualität;167
Andreas;167
führt;167
Springer;167
Computing;166
beschrieben;166
unterstützt;166
2000;166
Hrsg.;165
Präsentation;165
kommen;165
wäre;165
dienen;165
Heritage;165
Wörtern;165
literarischen;165
Objekten;164
Erfassung;164
findet;164
all;164
URL;164
unserer;163
Prozess;163
Modeling;163
0;163
Institutionen;163
Göttingen;163
Hintergrund;162
Technologien;162
Kritik;162
andererseits;161
erhalten;161
Christian;161
sollten;161
dadurch;161
könnte;160
miteinander;160
vielen;160
research;160
bislang;159
notwendig;159
bilden;159
can;159
worden;159
7;159
einzelner;158
kaum;158
Forschungsfragen;157
Projektes;157
unterscheiden;157
Association;157
Seite;156
Interesse;156
entwickeln;156
anderem;156
kommt;156
maschinellen;156
Vernetzung;155
heute;155
macht;155
De;155
Plattform;155
Bereitstellung;154
Linked;154
Bibliothek;154
genannten;154
Zudem;154
Funktionen;154
Anwendungen;154
Beispiele;153
Encoding;153
Repräsentation;153
verwendeten;153
Welt;153
Überblick;153
Dazu;153
Komponenten;153
vier;153
T.;153
spezifische;152
Deutschland;152
wichtige;151
Erfahrungen;151
Kriterien;151
Recognition;151
Linguistik;150
Begriff;150
Jahre;150
analysiert;150
3.;149
dient;149
Sicht;149
Rekonstruktion;149
15;149
Merkmale;149
25.;149
zentrale;148
aktuellen;148
OCR;148
ihr;148
betrachtet;148
20.;148
Sahle;148
DOI;148
spezifischen;147
18.;147
basiert;147
Cambridge;147
automatischen;147
Über;146
Ende;146
Material;146
wieder;145
frei;144
Erkenntnisse;144
Aufgabe;144
Kombination;144
Gruyter;144
Systems;144
führen;144
Informatik;144
ganz;144
Fotis;144
Zusammenarbeit;144
Nach;144
Seiten;143
Hinblick;143
erweitert;142
analysis;142
Verständnis;142
Design;142
konnten;142
Stand;142
K.;142
Resources;141
neu;141
Studie;141
using;141
Model;141
konnte;140
deshalb;140
folgenden;140
W.;140
davon;140
Publikation;140
konkreten;140
zusammen;140
weit;139
beschreiben;139
bleibt;139
Zentrum;139
semantischen;139
have;139
Wien;139
Elemente;138
Fischer;138
1999;138
zweiten;138
Virtual;138
Werk;138
sichtbar;138
Community;138
identifizieren;138
Studien;138
Relationen;137
G.;137
Verknüpfung;137
solchen;137
Kunstgeschichte;137
Technology;136
vgl;136
gezeigt;136
verwenden;136
8;136
identifiziert;136
Untersuchungen;136
Media;136
verstehen;136
Studies;136
08.;136
wo;135
Phänomene;135
ich;135
relativ;135
anschließend;135
Wort;135
gemeinsam;135
unterstützen;135
zugleich;135
P.;135
entsprechend;134
Ebenen;134
E.;134
untersuchen;134
Prozesse;134
word;134
Verteilung;134
Schöch;134
Vermittlung;133
Processing;132
Paul;132
Bibliotheken;132
30;132
Identifikation;132
Transkription;132
Dr.;132
bildet;132
Kommunikation;131
erlauben;131
teilweise;131
2020;131
Vielzahl;130
visuellen;130
Datenbanken;130
meist;130
Dramen;130
welcher;129
Wenn;129
Funktion;129
berücksichtigt;129
Knowledge;129
kulturellen;129
Verbindung;128
ergeben;128
14.;128
humanities;128
Entwicklungen;128
darin;128
unsere;127
Komplexität;127
Zahl;127
Namen;127
Klassifikation;127
Vgl.;127
F.;127
jedes;126
texts;126
unserem;126
information;126
d.h.;125
H.;125
9;125
gerade;125
Unterschiede;125
erkennen;125
gegenüber;125
arbeiten;125
bestehenden;125
literarischer;125
Initiative;125
anderer;124
neuer;124
ins;124
Verarbeitung;124
lediglich;124
präsentiert;124
Delta;124
entsprechende;123
Weiterentwicklung;123
Linguistic;123
gesamten;123
Distant;123
Teilnehmer;123
Publikationen;123
wissenschaftlicher;123
Museum;123
Austausch;123
Kultur;122
Person;122
pro;122
könnten;122
setzt;122
Zusätzlich;122
Patrick;122
Architektur;122
besser;121
definiert;121
erreicht;121
Übersetzung;121
Alexander;121
weiterer;121
Main;121
Musik;121
model;121
wenig;120
Er;120
1997;120
wollen;120
between;120
Gegenstand;119
möchte;119
Deutsch;119
Implementierung;119
sodass;119
diskutieren;118
doch;118
Erforschung;118
Beiträge;118
Münster;118
16.;117
Was;117
dort;117
Lehre;117
Methods;117
komplexe;117
models;117
Ontologie;117
Sentiment;117
Nachnutzung;116
Bearbeitung;116
Guidelines;116
daraus;116
1998;116
Oxford;116
implementiert;116
Einfluss;116
Textanalyse;116
hierbei;116
verbunden;116
jede;116
einfach;116
überhaupt;115
entwickelte;115
TextGrid;115
Lösungen;115
12;115
integriert;115
jeder;115
Aufgaben;115
Natural;115
Aussagen;115
solcher;114
gehen;114
Heidelberg;114
Gegensatz;114
11;114
Panel;114
Aufbereitung;113
Vorgehen;113
corpus;113
Grundlagen;113
seinen;113
bleiben;113
20;113
Center;113
Algorithmen;113
Erweiterung;113
Theory;113
Handschriften;113
Archive;113
more;113
Teilnehmenden;113
results;112
weil;112
Objekt;112
Moretti;112
ihrem;112
one;112
Forschungsumgebung;112
Ergebnissen;112
Romane;112
viel;111
kein;111
manuelle;111
möchten;111
entwickelten;111
Gruppen;111
Artikel;110
Tübingen;110
darstellen;110
geisteswissenschaftlicher;110
Schriften;110
gemeinsamen;110
visuelle;110
Öffentlichkeit;110
Netzwerk;110
Network;110
CRM;110
erkannt;110
Quelle;110
November;110
sozialen;109
Werkzeug;109
…;109
IEEE;109
zusätzliche;109
Kooperation;109
besondere;109
Gesellschaft;109
o.;108
statt;108
Verbesserung;108
Autor;108
knowledge;108
ergibt;108
mögliche;107
Überlegungen;107
Management;107
explizit;107
sinnvoll;107
Menge;107
scheint;107
Models;107
per;107
quantitative;107
relevant;107
Weg;107
schließlich;107
Archiv;107
3D;107
Begriffe;106
welchen;106
Wolfgang;106
beide;106
würde;106
Maße;106
Netzwerke;106
Ausblick;106
Gestaltung;106
Historical;105
Visualization;105
hohe;105
fünf;105
ihnen;105
gemeinsame;105
Fällen;105
analysieren;105
Alle;105
Normdaten;105
Formate;105
Daniel;105
Verhältnis;105
Bildern;105
We;105
Schmidt;105
CATMA;105
sogar;104
s.;104
Jan;104
Training;104
geisteswissenschaftliche;104
Reading;104
Liste;104
konkrete;104
Regel;104
Figur;104
into;104
Orte;104
Unterstützung;104
our;104
verfügbaren;103
van;103
Definition;103
erfassen;103
virtuellen;103
Zukunft;103
Wert;103
Typen;103
erster;103
Änderungen;103
’s;103
dokumentiert;103
Lösung;103
Beziehung;103
Fragestellung;103
Angaben;102
Ressource;102
use;102
aktuelle;102
API;102
Library;102
Ort;102
Dezember;102
European;102
Workflows;102
gegeben;102
Folgenden;102
Workflow;102
komplexen;102
verglichen;102
vorhandenen;102
!;102
Bestände;102
CIDOC;102
Datenzentren;102
Hamburg;102
Werken;101
GND;101
erscheint;101
zweite;101
Zeitpunkt;101
ausschließlich;101
Dokumenten;101
umgesetzt;101
gesamte;101
inhaltliche;101
Ziele;101
language;101
has;101
gute;100
gleichzeitig;100
Minuten;100
Framework;100
entstehen;100
leicht;100
Werte;100
Daher;100
Interaktion;100
Markup;100
›;100
This;100
Schnittstellen;99
meisten;99
erreichen;99
folgende;99
zentralen;99
Leipzig;99
interaktive;99
veröffentlicht;99
relevanten;99
Ereignisse;99
Book;99
Vision;99
Langzeitarchivierung;98
Briefe;98
Matthias;98
gesetzt;98
Vielfalt;98
Texts;98
1993;98
Dimensionen;98
Relevanz;98
hinweg;98
‹;98
zugeordnet;97
CLARIN;97
Internet;97
gar;97
entweder;97
grundlegende;97
I.;97
Visual;97
größere;97
ACM;97
berechnet;97
annotation;97
11.;97
denn;96
Potential;96
Außerdem;96
Allerdings;96
25;96
gleichen;96
quantitativen;96
spielen;96
gehören;96
Transformation;96
berücksichtigen;96
hingegen;96
Bedingungen;96
Mehrwert;96
Insbesondere;95
la;95
14;95
Und;95
liefern;95
verknüpft;95
vollständig;95
bestehen;95
1995;95
Medium;95
Zusammenhänge;95
words;95
Beginn;94
visualisiert;94
Inhalt;94
vorliegenden;94
Vor;94
Wikipedia;94
angepasst;94
will;94
technisch;94
Am;94
different;94
Standard;93
Systeme;93
kritische;93
4.;93
Infrastrukturen;93
Varianten;93
Genres;93
unabhängig;93
Studierenden;93
Betrachtung;93
their;93
100;92
Digitalisate;92
kurz;92
unser;92
Schnittstelle;92
allgemeinen;92
Bereichen;92
verstanden;92
Christoph;92
hierfür;92
>;92
Techniken;92
Christopher;92
Akteure;92
Interface;92
Grund;92
1994;92
folgt;92
Parameter;92
zunehmend;92
Werkzeugen;91
inhaltlichen;91
Geistes-;91
Word;91
bedeutet;91
Mainz;91
AG;91
used;91
other;91
Services;90
1996;90
darstellt;90
Hierbei;90
entstanden;90
Muster;90
Text-;90
d.;90
bezüglich;90
beschriebenen;90
Narrative;90
Film;90
herangezogen;89
linguistische;89
vorgestellten;89
gefunden;89
Gerhard;89
Menschen;89
einfache;89
sehen;88
repräsentiert;88
liefert;88
Klaus;88
frühen;88
möglichen;88
zusätzlich;88
Vordergrund;88
b;88
Applications;88
Bedarf;88
Unter;88
Networks;88
bestimmter;88
setzen;88
ergänzt;87
Lage;87
Aufwand;87
Schwerpunkt;87
häufigsten;87
jedem;87
etabliert;87
Aspekt;87
Jahr;87
methodische;87
zumindest;87
relevante;87
gespeichert;87
Gleichzeitig;87
außerdem;87
literarische;87
Teile;86
RDF;86
Veröffentlichung;86
new;86
World;86
zahlreiche;86
Mining;86
Umfang;86
Mittel;86
bestehende;86
angewendet;86
R;86
Markus;86
User;86
exemplarisch;86
Ausgangspunkt;86
Auseinandersetzung;86
Datenmodell;86
but;86
Deep;86
erschlossen;85
Knoten;85
bestimmen;85
großer;85
trainiert;85
Abbildungen;85
Diskurs;85
automatisierte;85
genannt;85
Florian;85
Transkribus;85
Wikidata;85
first;85
based;85
machine;85
Exploration;84
traditionellen;84
qualitative;84
Retrieval;84
+;84
Datensätze;84
Aufgrund;84
WissKI;84
methods;84
literaturwissenschaftlichen;84
reading;84
Ontologien;83
13.;83
Titel;83
Forschenden;83
Schritte;83
manuellen;83
evaluiert;83
aufweisen;83
Anfang;83
Access;83
DTA;83
virtuelle;83
Funktionalitäten;83
Matthew;83
basierend;83
Forschungsdatenmanagement;83
besten;83
Zuge;83
Georg;83
Ähnlichkeit;83
learning;83
Scholarly;83
Hg.;83
Google;82
selten;82
vorliegen;82
einfachen;82
Annual;82
Repositorien;82
erstellen;82
Christof;82
I;82
Tokens;81
Regeln;81
existieren;81
entspricht;81
extrahiert;81
Graz;81
Angebote;81
ähnliche;81
erzeugt;81
computergestützte;81
Drama;81
Zweck;81
Sciences;81
recognition;81
präsentieren;81
sei;81
Artefakte;81
Dadurch;80
genau;80
größeren;80
etwas;80
schnell;80
Institute;80
Historische;80
Zeitalter;80
Using;80
Kunst;80
Stelle;80
Ansätzen;80
Forschungsinteressen;80
01.;80
europäischen;79
Dimension;79
Corpora;79
methodischen;79
umfassen;79
Verlauf;79
Interviews;79
arbeitet;79
soziale;79
Anhand;79
Richtlinien;79
erstellten;79
getestet;79
Robert;79
modelliert;79
27.;79
Umfrage;79
inwiefern;78
Roman;78
Repräsentationen;78
vorstellen;78
Netz;78
Gerade;78
Konzeption;78
bereitgestellt;78
Operationalisierung;78
verändert;78
network;78
Tobias;78
16;78
Status;78
heraus;78
Romanen;78
Nr.;78
Society;78
Schema;77
annotierten;77
jene;77
maschinelle;77
linguistischen;77
speziell;77
Richard;77
ausgewählt;77
vorgenommen;77
fast;77
bestimmt;77
spielt;77
tatsächlich;77
unterschiedlich;77
How;77
Methodik;77
Gruppe;77
Museen;77
rund;77
Zugänge;77
Prototypen;77
What;77
klar;77
24.;77
verfolgt;76
Dafür;76
Bestimmung;76
bezeichnet;76
geeignet;76
automatisiert;76
umfassende;76
basieren;76
Repository;76
sprachlichen;76
Forscher;76
vorhanden;76
Übersetzungen;76
Anreicherung;76
Paris;76
Materialien;76
kritischen;76
Papers;76
classification;76
Gius;76
angeboten;75
beteiligten;75
zuvor;75
Vorteil;75
historical;75
übertragen;75
Search;75
generiert;75
schaffen;75
Relation;75
wenige;75
Forschungsinfrastrukturen;75
nachhaltige;75
Friedrich;75
Neue;75
On;75
Johannes;75
Lernverfahren;75
V.;75
work;75
been;75
these;75
narrative;75
character;75
Teilnehmerinnen;75
Wörterbuch;74
Auszeichnung;74
theoretischen;74
ähnlichen;74
beschäftigt;74
entsteht;74
Walter;74
h.;74
Lemmata;74
Bedürfnisse;74
rein;74
untereinander;74
zugrunde;74
Wege;74
interdisziplinären;74
Folge;74
nehmen;74
Distanz;74
aufbereitet;74
Jörg;74
aktuell;74
its;74
Reiter;74
Klassen;73
zurück;73
unseres;73
wichtig;73
Unterschied;73
Satz;73
versucht;73
Idee;73
hohen;73
ausgewertet;73
Netzwerkanalyse;73
Verfügbarkeit;73
Formaten;73
Veränderungen;73
Bestandteil;73
Forschungsergebnisse;73
ihres;73
gefördert;73
bewusst;73
Interfaces;73
only;73
Schrift;73
Zuordnung;72
Source;72
Reflexion;72
Datengrundlage;72
deutsche;72
Theorien;72
Kontexten;72
vergleichen;72
Unser;72
einigen;72
Panels;72
Code;72
Arts;72
Andrew;72
22.;72
seinem;72
gewährleisten;72
Vorhaben;72
bearbeitet;72
Genauigkeit;72
Sätze;72
Gattungen;72
technischer;72
Reality;72
benötigt;72
Editor;72
klassischen;72
1990;72
al;72
Einbindung;71
stärker;71
Berücksichtigung;71
statistische;71
bringen;71
James;71
Vorteile;71
nimmt;71
system;71
*;71
angezeigt;71
Ablauf;71
links;71
Spektrum;71
Hans;71
Quantitative;71
Algorithmus;71
Trilcke;71
Extraktion;71
Eder;71
Praktiken;71
Insgesamt;71
30.;71
qualitativen;71
Nutzern;71
praktischen;71
nötig;71
voneinander;71
50;71
weiterhin;71
Benutzer;71
Spielräume;71
einmal;70
Ludwig;70
lange;70
ermittelt;70
erfolgen;70
konzipiert;70
Transkriptionen;70
grundsätzlich;70
mindestens;70
weiteres;70
kulturelle;70
Hierzu;70
Genre;70
formuliert;70
Interpretationen;70
abgerufen;70
Rezeption;70
Fazit;70
31.;70
NLP;70
semantisch;70
approach;70
Kulturwissenschaften;70
than;70
Band;70
erwähnt;70
nämlich;69
erfordert;69
Ausgabe;69
Modells;69
komplexer;69
beziehen;69
ähnlich;69
Zeilen;69
Weitere;69
DFG;69
Graphen;69
kritisch;69
vorliegende;69
Sozialwissenschaften;69
Arbeitsgruppe;69
Group;69
Anteil;69
Inhalten;69
Nutzen;69
Zeitraum;69
Max;69
Evolution;69
Interoperabilität;69
Scholarship;69
Boston;69
05.;69
each;69
novels;69
17.;68
Handbuch;68
Einblick;68
heterogenen;68
These;68
wesentliche;68
Wissens;68
Project;68
Unsere;68
beinhaltet;68
bekannt;68
Fehler;68
abgebildet;68
erscheinen;68
jeden;68
vorgestellte;68
gerecht;68
versehen;68
Document;68
Automatic;68
Faktoren;68
Phänomen;68
time;68
about;68
Hinsicht;67
Consortium;67
digitalisierten;67
Textstellen;67
Kontexte;67
wichtiger;67
umfangreiche;67
zumeist;67
Dokument;67
Graph;67
Peer;67
Datenmodellierung;67
Seit;67
Anspruch;67
unmittelbar;67
zahlreichen;67
LREC;67
Einheiten;67
Lernen;67
ausgewählten;67
II;67
direkte;67
Bd.;67
doi;67
usw.;66
2.0;66
gewählt;66
26.;66
Modellen;66
wären;66
Vorbereitung;66
Referenzen;66
19;66
Bildung;66
Empfehlungen;66
Phase;66
welchem;66
wodurch;66
durchaus;66
erweitern;66
nächsten;66
Books;66
Nicht;66
oftmals;66
American;66
training;66
Heike;66
Technik;66
speech;66
offene;65
Textkorpus;65
primär;65
Python;65
Metzler;65
Quarterly;65
daran;65
Vorstellung;65
bezieht;65
rechts;65
praktische;65
Mark;65
Blei;65
Rede;65
Marcus;65
Voraussetzungen;65
Datensatz;65
Fotografien;65
Lernens;65
Editions;65
arXiv;65
geistes-;65
40;65
Kohle;65
For;65
Versuch;65
zeitliche;64
definieren;64
realisiert;64
Datenbasis;64
Autors;64
untersuchten;64
analogen;64
Franco;64
kombiniert;64
literaturwissenschaftliche;64
open;64
überprüft;64
Semantik;64
Nachlass;64
angelegt;64
geschaffen;64
eigener;64
Anschließend;64
systematisch;64
Working;64
Portal;64
gewährleistet;64
jeweilige;64
Music;64
nachhaltigen;64
Buch;64
treten;64
Diskussionen;64
sogenannten;64
N.;64
Ambiguität;64
später;64
Twitter;64
stets;63
Organisation;63
Zeitschriften;63
wesentlich;63
vielmehr;63
Größe;63
gewinnen;63
ed;63
Berechnung;63
Universitätsbibliothek;63
bedingt;63
Karl;63
erprobt;63
positiv;63
tools;63
Situation;63
erleichtern;63
Literature;63
Müller;63
Weiteren;63
schwer;63
Communication;63
most;63
Strategien;63
Lexikon;63
Wittgenstein;63
digitalisiert;62
Programm;62
bringt;62
Wahl;62
13;62
geplant;62
Service;62
genauer;62
reflektiert;62
eröffnet;62
Zunächst;62
strukturiert;62
Suhrkamp;62
Archivierung;62
Forschungs-;62
through;62
Towards;62
verbessert;62
Clustering;62
Neural;62
Usability;62
ausgehend;62
Burrows;62
Übereinstimmung;62
Bewertung;62
Kenntnisse;62
Publizieren;62
two;62
were;62
last;62
Funktionalität;62
generieren;61
Textkorpora;61
etablierten;61
etablierte;61
direkten;61
bisherigen;61
Schließlich;61
Prototyp;61
Unterscheidung;61
Y.;61
Verben;61
Laufe;61
vermittelt;61
Publishing;61
Überlieferung;61
allein;61
Standardisierung;61
nachvollziehbar;61
Hand;61
Bern;61
Des;61
Ideen;61
Darstellungen;61
Klassifizierung;61
literary;61
such;61
Stil;61
verbessern;61
Obwohl;61
politischen;60
Nationalbibliothek;60
umfangreichen;60
internationalen;60
angereichert;60
Falle;60
Simone;60
Tagging;60
gelten;60
beitragen;60
vergleichsweise;60
dagegen;60
Druck;60
Häufigkeit;60
Wissenschaftler;60
eindeutig;60
Ist;60
eröffnen;60
inhaltlich;60
beschränkt;60
bedarf;60
folgen;60
leisten;60
Centre;60
Österreich;60
beruht;60
erarbeitet;60
Sebastian;60
USA;60
Würzburg;60
Sicherung;60
sogenannte;60
Image;60
betrachten;60
nachhaltig;60
Emotionen;60
English;60
case;60
Wiedergabe;60
erzeugen;59
Zeitungen;59
gleichermaßen;59
28;59
Hypothesen;59
Gegenstände;59
Erfahrung;59
Lesen;59
Uwe;59
tragen;59
To;59
aufgebaut;59
Grad;59
gehört;59
dokumentieren;59
weitgehend;59
Aspekten;59
nutzbar;59
Big;59
offen;59
interaktiven;59
Paderborn;59
1991;59
Feld;59
teils;59
Andererseits;59
Gattung;59
gegen;59
features;59
Stadt;59
Wandel;59
Metadata;59
Konferenzabstracts;59
externen;58
Neuzeit;58
Gründen;58
Teilen;58
P5;58
Anne;58
Electronic;58
Arten;58
keinen;58
Allgemeinen;58
Textarchiv;58
Europa;58
notwendigen;58
Emilia;58
Studierende;58
interdisziplinäre;58
Building;58
Arbeitsumgebung;58
mehrerer;58
Intertextualität;58
Forschungsprojekte;58
Denn;58
c;58
Vokabular;58
social;58
Burghardt;58
Tweets;58
hauptsächlich;57
betrifft;57
Bereiche;57
Andrea;57
allgemeine;57
Zwar;57
darum;57
Aktivitäten;57
Simon;57
erleichtert;57
weisen;57
Voraussetzung;57
Ausgehend;57
reduziert;57
inzwischen;57
Doch;57
vermitteln;57
Kodierung;57
DARIAH;57
zeitlichen;57
öffentlichen;57
eignet;57
Stilometrie;57
unterscheidet;57
Autorschaft;57
sechs;57
mittlerweile;57
beschreibt;57
Le;57
trotz;57
Barbara;57
1992;57
Den;57
Review;57
Translation;57
modernen;57
Filmen;57
pp.;57
Entscheidungen;56
Abfragen;56
Oberfläche;56
systematische;56
Computerlinguistik;56
individuelle;56
Steffen;56
Manfred;56
Ereignissen;56
Character;56
verwendete;56
Maria;56
Amsterdam;56
source;56
Position;56
